fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9414853713428357,0.9746835443037974,0.6062992125984252,0.7475728155339806,0.00262582056892779,0.3937007874015748,0.9208245030640316,0.8295219548660793,0.14291072768192048,5.804476461083904,0.7454068241469817,0.7454068241469817
2,0.9467366841710427,0.9686274509803922,0.6482939632545932,0.7767295597484277,0.00350109409190372,0.35170603674540685,0.9596248499572126,0.8823495164052912,0.14291072768192048,6.174130736841224,0.800524934383202,0.800524934383202
3,0.9429857464366092,0.9490196078431372,0.6351706036745407,0.7610062893081762,0.0056892778993435445,0.3648293963254593,0.9498136310641695,0.8714801125863937,0.14291072768192048,6.098073438727889,0.800524934383202,0.800524934383202
4,0.9531132783195799,0.9740740740740741,0.6902887139107612,0.8079877112135176,0.003063457330415755,0.30971128608923887,0.9552496309952503,0.8821020450821454,0.14291072768192048,6.172399087110235,0.8110236220472441,0.8110236220472441
5,0.945986496624156,0.9721115537848606,0.6404199475065617,0.7721518987341772,0.003063457330415755,0.35958005249343833,0.9575136258952314,0.88561408058761,0.14291072768192048,6.196974117707528,0.8267716535433071,0.8267716535433071
6,0.9437359339834959,0.9714285714285714,0.6246719160104987,0.7603833865814696,0.003063457330415755,0.3753280839895013,0.9560801070544519,0.8806886429294766,0.14291072768192048,6.1625089817584895,0.8057742782152231,0.8057742782152231
7,0.9508627156789198,0.9734848484848485,0.6745406824146981,0.7968992248062016,0.003063457330415755,0.32545931758530183,0.9634682426184691,0.887441798137656,0.14291072768192048,6.209763343398926,0.8241469816272966,0.8241469816272966
8,0.9568642160540135,0.9683098591549296,0.7217847769028871,0.8270676691729323,0.003938730853391685,0.2782152230971129,0.9703050247821866,0.9029358737256584,0.14291072768192048,6.318181205649883,0.8398950131233596,0.8398950131233596
9,0.9478228228228228,0.9878542510121457,0.6421052631578947,0.7783094098883573,0.0013134851138353765,0.35789473684210527,0.9541720435063139,0.8840404505120844,0.14264264264264265,6.197588842537349,0.8105263157894737,0.8105263157894737
10,0.9444444444444444,0.9833333333333333,0.6210526315789474,0.7612903225806451,0.0017513134851138354,0.37894736842105264,0.9434648354687067,0.8803933032289015,0.14264264264264265,6.172020420531036,0.8105263157894737,0.8105263157894737
