tag,graph,ratio,seed,test_auc_mean,test_auc_std,test_auc_pr_mean,test_auc_pr_std,test_prevalence_mean,test_prevalence_std,test_p_at_k_mean,test_p_at_k_std,f75_precision_mean,f75_precision_std,f75_recall_mean,f75_recall_std,f75_f1_mean,f75_f1_std,cal_precision_mean,cal_precision_std,cal_recall_mean,cal_recall_std,cal_f1_mean,cal_f1_std,cal_threshold_mean,cal_threshold_std
mig,mig,20,4,0.7009752868490733,0.10440357137229792,0.2421035087239553,0.05482116285134953,0.0476147806792968,0.002122961547558619,0.25181818181818183,0.08730744259042547,0.16701816299642386,0.10135377391334187,0.2809090909090909,0.14717729792598241,0.2031388242828732,0.10472418995488608,0.19622665271642253,0.0690152445153036,0.2827272727272727,0.1327431843236757,0.21441040398083738,0.06644923882830607,0.7670000000000001,0.10687999500997993
mig,mig,50,0,0.6836963812886143,0.08926853529755223,0.13449180772988395,0.07773252024249394,0.019607097591888466,0.0009008460407130843,0.16454545454545458,0.08692798070357496,0.10914062825046807,0.06520540653244518,0.19363636363636366,0.12391308900669411,0.12901624654544566,0.0634671724767973,0.11723531125737008,0.09888796110321725,0.15363636363636365,0.12342301854179706,0.11523346791247649,0.07103159343965898,0.7850000000000001,0.10352133435513025
mig,mig,50,1,0.6692833186231245,0.12955991827898095,0.1353896511756462,0.047512594646849204,0.019607097591888466,0.0009008460407130843,0.17454545454545453,0.05872849234121523,0.09415818281335522,0.054828821431154307,0.16363636363636364,0.1084154170908989,0.11003551731954808,0.057075536143561825,0.11339241265557057,0.06888817212762331,0.16363636363636364,0.09763032541567887,0.12412008708899273,0.06220527606652815,0.7710000000000001,0.08143845665422587
mig,mig,50,2,0.6730255957634599,0.08298624721931853,0.11131028508888965,0.05432341758455602,0.019607097591888466,0.0009008460407130843,0.10454545454545454,0.07916576047038261,0.15651071616386017,0.1416543725641345,0.19181818181818183,0.11293317786635411,0.14486425048189755,0.08423729158977868,0.10076075884899413,0.07061980953468318,0.18090909090909094,0.13198004691001267,0.12257078415538938,0.08468531671167415,0.7350000000000001,0.07735200923914863
mig,mig,50,3,0.6877811120917918,0.10729099774730035,0.1608106343406414,0.07544012068572675,0.019607097591888466,0.0009008460407130843,0.18454545454545454,0.07081449271391232,0.20641975568291357,0.1798156203273577,0.25181818181818183,0.13933134299394329,0.19802606014674978,0.10287931432839052,0.17480158730158732,0.08040734723233055,0.27181818181818185,0.145293471420658,0.209708223981393,0.10042638872491491,0.7530000000000001,0.10520350648993494
mig,mig,50,4,0.7312744924977934,0.0869759715299755,0.15961496994673677,0.08160654693328545,0.019607097591888466,0.0009008460407130843,0.17454545454545456,0.11742570869074767,0.1446950271950272,0.06999933615727928,0.20454545454545453,0.12488746081815078,0.15536162499895018,0.07501582925955791,0.11860823816706172,0.0675213966384997,0.19363636363636366,0.12849699771033304,0.142525317517393,0.07946357496135636,0.7470000000000002,0.10509783801561078
mig,mig,100,0,0.6639126213592234,0.1224999734692282,0.08609340466208712,0.06773265287314556,0.009900798049213034,0.0004595592886701366,0.11636363636363638,0.08643537690185245,0.07933879047708249,0.05484036514741607,0.18272727272727277,0.13750031304747734,0.10394849827215343,0.06784566298719627,0.10552948957360722,0.11020053762114569,0.12545454545454549,0.10703448977706462,0.10754777765807177,0.10306100503599244,0.8300000000000003,0.11294049564064948
mig,mig,100,1,0.6383654015887027,0.08500304475224499,0.07142042587657345,0.029451716384248625,0.009900798049213034,0.0004595592886701366,0.11636363636363638,0.03969581307590986,0.07468079866992912,0.04581002852576898,0.15454545454545457,0.06399609721800871,0.09554795036294088,0.04876562521723543,0.06458411414293767,0.04885821128503145,0.10636363636363637,0.05421617783829786,0.07658493864376217,0.04609434887972236,0.8000000000000002,0.11575836902790229
mig,mig,100,2,0.7054210061782877,0.07944937575033606,0.0804814195572333,0.07136044370179791,0.009900798049213034,0.0004595592886701366,0.09636363636363636,0.09988055308825533,0.1732981207146705,0.2919584559388802,0.16545454545454547,0.09259051114893435,0.11472291320117405,0.04902471689621698,0.04403954588691712,0.03693130603062789,0.17727272727272728,0.13748695572152322,0.06935338517555026,0.056299083734437406,0.6860000000000002,0.17976527906009984
mig,mig,100,3,0.7102903795233892,0.07183696595136899,0.08928683272090801,0.06087067093212616,0.009900798049213034,0.0004595592886701366,0.12727272727272726,0.08119855155741977,0.05929175024336315,0.047881081957617935,0.15545454545454546,0.10315945559296498,0.08466857046298645,0.06312369320566745,0.11879679144385027,0.09058436302930739,0.12727272727272726,0.08119855155741977,0.11768025232421517,0.08233481461950985,0.8430000000000002,0.07902882737049537
mig,mig,100,4,0.6922912621359224,0.06220673924002249,0.08729487048733132,0.05906700999742749,0.009900798049213034,0.0004595592886701366,0.08727272727272728,0.07083394101181566,0.05547209625129536,0.0501199881537999,0.11454545454545455,0.09689390977799439,0.07237770405452419,0.06252906248473912,0.08127400377400376,0.07516382427358503,0.11545454545454545,0.08667408317493111,0.08604582286271091,0.06148949973468872,0.7740000000000002,0.10956479564369406
