tag,backbone,ratio,seed,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f_1_mean,test_f_1_std,test_FPR_mean,test_FPR_std,test_FNR_mean,test_FNR_std,test_auc_mean,test_auc_std,test_auc_pr_mean,test_auc_pr_std,test_prevalence_mean,test_prevalence_std,test_auc_pr_lift_mean,test_auc_pr_lift_std,test_p_at_k_mean,test_p_at_k_std,test_r_at_k_mean,test_r_at_k_std
exp1_native_42d,sage,1,0,0.7740909090909092,0.07684223519181729,0.7882647907647906,0.08719215412817224,0.7681818181818182,0.12123105912665162,0.7710326446858955,0.07470454681338383,0.22000000000000003,0.13373218580678756,0.23181818181818178,0.1212310591266516,0.7494380165289256,0.07764487904795223,0.747117390037176,0.11020749122115073,0.5,0.0,1.494234780074352,0.22041498244230145,0.72,0.07555123414422996,0.72,0.07555123414422996
exp1_native_42d,sage,1,1,0.8131818181818181,0.07871354302096155,0.8892063492063492,0.11156116336827815,0.7318181818181818,0.1497625914321402,0.7923959408324734,0.0935153045763238,0.10545454545454547,0.12612760457348487,0.2681818181818182,0.1497625914321402,0.802896694214876,0.10591440757288408,0.8212791846994986,0.10830267051368538,0.5,0.0,1.6425583693989971,0.21660534102737075,0.7681818181818183,0.12123105912665162,0.7681818181818183,0.12123105912665162
exp1_native_42d,sage,1,2,0.7940909090909092,0.12585884932767472,0.8122727272727273,0.13357587070878812,0.77,0.14771289751347838,0.7874215842636895,0.12912923658244893,0.1818181818181818,0.13278122606185844,0.22999999999999998,0.14771289751347835,0.7959793388429752,0.15870843802340104,0.8107291326937753,0.12734144867544653,0.5,0.0,1.6214582653875507,0.25468289735089306,0.75,0.12488746081815078,0.75,0.12488746081815078
exp1_native_42d,sage,1,3,0.7490909090909091,0.1074113126381231,0.7762012987012987,0.12305152447889574,0.7109090909090909,0.15545188727126585,0.7351204213742913,0.11734729518756448,0.21272727272727274,0.12576305208959715,0.2890909090909091,0.15545188727126585,0.7436735537190082,0.13391082626955117,0.7751786368672451,0.12336593798437082,0.5,0.0,1.5503572737344902,0.24673187596874163,0.71,0.10768880104080067,0.71,0.10768880104080067
exp1_native_42d,sage,1,4,0.7436363636363637,0.0781500992739544,0.769508547008547,0.08954773602280433,0.7018181818181818,0.1445553011067158,0.7274892435304334,0.09851299626116673,0.21454545454545454,0.10295897709373053,0.29818181818181816,0.14455530110671574,0.7636818181818181,0.12876810214826254,0.7622835676457264,0.10699219098997723,0.5,0.0,1.5245671352914527,0.21398438197995445,0.7390909090909091,0.12885381556292375,0.7390909090909091,0.12885381556292375
exp1_native_42d,sage,2,0,0.7513172043010753,0.06026465484354679,0.6525396825396825,0.10080219103093581,0.5536363636363636,0.1516635636772758,0.5904766605345418,0.11600003135760582,0.15047619047619046,0.061555792954510004,0.4463636363636364,0.1516635636772758,0.7092435064935064,0.11840400360203744,0.5868699369352164,0.11185741345095802,0.33323252688172045,0.008642788404869031,1.766233917450574,0.3631192002672695,0.5845454545454547,0.12234696030572817,0.5845454545454547,0.12234696030572817
exp1_native_42d,sage,2,1,0.7964986559139785,0.08695245951945788,0.7778787878787878,0.18502082543957643,0.6118181818181818,0.17866199985681752,0.6606742050220311,0.14484401578062603,0.11166666666666666,0.09988308862514243,0.3881818181818182,0.1786619998568175,0.79787012987013,0.12609348522535563,0.7115021264564189,0.1656379535213059,0.33323252688172045,0.008642788404869031,2.143435525638501,0.5325555187701847,0.6418181818181818,0.17148409612840793,0.6418181818181818,0.17148409612840793
exp1_native_42d,sage,2,2,0.8257728494623656,0.08518944049383768,0.8010886335886337,0.1792223417549944,0.6627272727272727,0.16466846230938956,0.7150555523506122,0.13748319010630358,0.09214285714285714,0.08293593832871915,0.3372727272727273,0.16466846230938956,0.8081634199134198,0.1296258159765002,0.7391091364697667,0.17284385143055828,0.33323252688172045,0.008642788404869031,2.22491297897881,0.5441665643009088,0.6618181818181817,0.11569250908111524,0.6618181818181817,0.11569250908111524
exp1_native_42d,sage,2,3,0.7773454301075269,0.07436261408157796,0.7137545787545787,0.18057825606994543,0.6172727272727273,0.23529088341103505,0.6328450036973392,0.1542850292869559,0.1411904761904762,0.09903827031582496,0.3827272727272727,0.23529088341103502,0.7375270562770562,0.1482652076780044,0.6292620121428723,0.16494986773822862,0.33323252688172045,0.008642788404869031,1.8958754225212644,0.5223356570868061,0.5563636363636364,0.12514821332499687,0.5563636363636364,0.12514821332499687
exp1_native_42d,sage,2,4,0.805880376344086,0.05431870752815338,0.8168956043956044,0.17868763242640662,0.6118181818181818,0.13202178633133133,0.6758994844314536,0.07918364247982024,0.09785714285714286,0.1078632454444657,0.3881818181818182,0.13202178633133133,0.7822056277056277,0.08248358978705683,0.7034950909433182,0.09737286870300992,0.33323252688172045,0.008642788404869031,2.114627951638004,0.31900967630659,0.6318181818181817,0.10089134433082723,0.6318181818181817,0.10089134433082723
